bs,seq,nh,nkv,hd,t_measured_ms
1,128,16,8,64,0.09793159551918507
1,128,16,8,128,0.10159355588257313
1,128,32,1,64,0.0874220859259367
1,128,32,1,128,0.09086891077458858
1,128,32,2,64,0.08728657849133015
1,128,32,2,128,0.09128917008638382
1,128,32,4,64,0.09195576421916485
1,128,32,4,128,0.09089382365345955
1,128,32,8,64,0.08795293979346752
1,128,32,8,128,0.09268638677895069
1,128,64,1,64,0.106011051684618
1,128,64,1,128,0.12969039380550385
1,128,64,2,64,0.1070734579116106
1,128,64,2,128,0.12719561345875263
1,128,64,4,64,0.10712351649999619
1,128,64,4,128,0.12687570415437222
1,128,64,8,64,0.10762433521449566
1,128,64,8,128,0.12633414007723331
1,256,2,1,64,0.08764234371483326
1,256,2,1,128,0.08774269372224808
1,256,2,2,64,0.0877981074154377
1,256,2,2,128,0.09187054820358753
1,256,2,4,64,-1.0
1,256,2,4,128,-1.0
1,256,2,8,64,-1.0
1,256,2,8,128,-1.0
1,256,4,1,64,0.08728192187845707
1,256,4,1,128,0.08011353202164173
1,256,4,2,64,0.0773381907492876
1,256,4,2,128,0.0803796574473381
1,256,4,4,64,0.08248281665146351
1,256,4,4,128,0.08000829257071018
1,256,4,8,64,-1.0
1,256,4,8,128,-1.0
1,256,8,1,64,0.07740827277302742
1,256,8,1,128,0.08124043233692646
1,256,8,2,64,0.0775633379817009
1,256,8,2,128,0.08097058162093163
1,256,8,4,64,0.07777451537549496
1,256,8,4,128,0.08157617412507534
1,256,8,8,64,0.08010421879589558
1,256,8,8,128,0.08303346112370491
1,256,16,1,64,0.09066774509847164
1,256,16,1,128,0.09973510168492794
1,256,16,2,64,0.08953618817031384
1,256,16,2,128,0.0998347532004118
1,256,16,4,64,0.0897357240319252
1,256,16,4,128,0.09888852946460247
1,256,16,8,64,0.09289220906794071
1,256,16,8,128,0.09881844744086266
1,256,32,1,64,0.1037882175296545
1,256,32,1,128,0.11761300265789032
1,256,32,2,64,0.10543549433350563
1,256,32,2,128,0.11779321357607841
1,256,32,4,64,0.10510999709367752
1,256,32,4,128,0.11801882646977901
1,256,32,8,64,0.10542548261582851
1,256,32,8,128,0.11827377602458
1,256,64,1,64,0.17547491006553173
1,256,64,1,128,0.25552837178111076
1,256,64,2,64,0.17398246563971043
1,256,64,2,128,0.2506945747882128
1,256,64,4,64,0.17373217269778252
1,256,64,4,128,0.25164661929011345
1,256,64,8,64,0.17341133207082748
1,256,64,8,128,0.25312951765954494
1,512,2,1,64,0.08967658504843712
1,512,2,1,128,0.09487592615187168
1,512,2,2,64,0.09586242958903313
1,512,2,2,128,0.09579770267009735
1,512,2,4,64,-1.0
1,512,2,4,128,-1.0
1,512,2,8,64,-1.0
1,512,2,8,128,-1.0
1,512,4,1,64,0.09049312211573124
1,512,4,1,128,0.09937910363078117
1,512,4,2,64,0.09147892706096172
1,512,4,2,128,0.10007503442466259
1,512,4,4,64,0.08132075890898705
1,512,4,4,128,0.111826928332448
1,512,4,8,64,-1.0
1,512,4,8,128,-1.0
1,512,8,1,64,0.1267793122678995
1,512,8,1,128,0.13749999925494194
1,512,8,2,64,0.11382088996469975
1,512,8,2,128,0.12545683421194553
1,512,8,4,64,0.11410657316446304
1,512,8,4,128,0.12518768198788166
1,512,8,8,64,0.11806911788880825
1,512,8,8,128,0.1249315682798624
1,512,16,1,64,0.13820151798427105
1,512,16,1,128,0.15516788698732853
1,512,16,2,64,0.13778056018054485
1,512,16,2,128,0.1547925639897585
1,512,16,4,64,0.1371994148939848
1,512,16,4,128,0.1628368627279997
1,512,16,8,64,0.1428099349141121
