bs,seq,nh,nkv,hd,t_measured_ms
2,8192,8,4,64,16.79862756282091
2,8192,8,4,128,19.271708093583584
2,8192,8,8,64,16.857241513207555
2,8192,8,8,128,19.284792710095644
2,8192,16,1,64,33.45631994307041
2,8192,16,1,128,41.62597702816129
2,8192,16,2,64,33.392868703231215
2,8192,16,2,128,41.626678546890616
2,8192,16,4,64,33.37791608646512
2,8192,16,4,128,41.67331615462899
2,8192,16,8,64,33.36976142600179
2,8192,16,8,128,41.714678052812815
2,8192,32,1,64,98.6907200422138
2,8192,32,1,128,167.02919080853462
2,8192,32,2,64,98.77983294427395
2,8192,32,2,128,167.07963775843382
2,8192,32,4,64,98.84951962158084
2,8192,32,4,128,167.08442522212863
2,8192,32,8,64,98.8415062893182
2,8192,32,8,128,167.11487947031856
2,8192,64,1,64,197.06009165383875
2,8192,64,1,128,331.3295899424702
2,8192,64,2,64,197.02933495864272
2,8192,64,2,128,331.1169252265245
2,8192,64,4,64,197.08288903348148
2,8192,64,4,128,331.24584588222206
2,8192,64,8,64,197.0476438291371
2,8192,64,8,128,331.3051094301045
4,64,2,1,64,0.09645847603678703
4,64,2,1,128,0.10048598051071167
4,64,2,2,64,0.0916849821805954
4,64,2,2,128,0.07873610593378544
4,64,2,4,64,-1.0
4,64,2,4,128,-1.0
4,64,2,8,64,-1.0
4,64,2,8,128,-1.0
4,64,4,1,64,0.08873455226421356
4,64,4,1,128,0.08833338506519794
4,64,4,2,64,0.08485699072480202
4,64,4,2,128,0.08119037374854088
4,64,4,4,64,0.08348491974174976
4,64,4,4,128,0.08082506246864796
4,64,4,8,64,-1.0
4,64,4,8,128,-1.0
4,64,8,1,64,0.0832045916467905
4,64,8,1,128,0.08447607979178429
4,64,8,2,64,0.08071004413068295
4,64,8,2,128,0.08471193723380566
4,64,8,4,64,0.08140597492456436
4,64,8,4,128,0.07879594340920448
4,64,8,8,64,0.10050646960735321
4,64,8,8,128,0.08360994979739189
4,64,16,1,64,0.08114520460367203
4,64,16,1,128,0.09669456630945206
4,64,16,2,64,0.09713997133076191
4,64,16,2,128,0.10051089338958263
4,64,16,4,64,0.08718110620975494
4,64,16,4,128,0.09008264169096947
4,64,16,8,64,0.08633499965071678
4,64,16,8,128,0.08863909170031548
4,64,32,1,64,0.08828355930745602
4,64,32,1,128,0.10632770135998726
4,64,32,2,64,0.08435128256678581
4,64,32,2,128,0.10162359103560448
4,64,32,4,64,0.09006750769913197
4,64,32,4,128,0.10382244363427162
4,64,32,8,64,0.08705630898475647
4,64,32,8,128,0.10593095794320107
4,64,64,1,64,0.10345201008021832
4,64,64,1,128,0.14722300693392754
4,64,64,2,64,0.11065509170293808
4,64,64,2,128,0.14135241508483887
4,64,64,4,64,0.10053184814751148
4,64,64,4,128,0.13018609024584293
4,64,64,8,64,0.10024593211710453
4,64,64,8,128,0.1333225518465042
4,128,2,1,64,0.10067247785627842
4,128,2,1,128,0.10249554179608822
4,128,2,2,64,0.07995846681296825
4,128,2,2,128,0.08466234430670738
4,128,2,4,64,-1.0
4,128,2,4,128,-1.0
4,128,2,8,64,-1.0
4,128,2,8,128,-1.0
4,128,4,1,64,0.08444651030004025
4,128,4,1,128,0.08498737588524818
4,128,4,2,64,0.09846780449151993
4,128,4,2,128,0.09265122935175896
4,128,4,4,64,0.10364758782088757
4,128,4,4,128,0.07945694960653782
4,128,4,8,64,-1.0
4,128,4,8,128,-1.0
4,128,8,1,64,0.08093006908893585
4,128,8,1,128,0.10274047963321209
4,128,8,2,64,0.10014115832746029
4,128,8,2,128,0.10027107782661915
4,128,8,4,64,0.08349982090294361
4,128,8,4,128,0.08789799176156521
4,128,8,8,64,0.09786104783415794
4,128,8,8,128,0.09128893725574017
4,128,16,1,64,0.10807043872773647
4,128,16,1,128,0.12476672418415546
4,128,16,2,64,0.11126650497317314
4,128,16,2,128,0.13496051542460918
4,128,16,4,64,0.1091125886887312
4,128,16,4,128,0.12852856889367104
4,128,16,8,64,0.10278099216520786
4,128,16,8,128,0.12268684804439545
4,128,32,1,64,0.13353256508708
4,128,32,1,128,0.17587142065167427
4,128,32,2,64,0.12837792746722698
4,128,32,2,128,0.1718485727906227
4,128,32,4,64,0.13241544365882874
4,128,32,4,128,0.17234007827937603
4,128,32,8,64,0.12905430048704147
4,128,32,8,128,0.19638892263174057
4,128,64,1,64,0.18889992497861385
4,128,64,1,128,0.273226760327816
4,128,64,2,64,0.19053369760513306
4,128,64,2,128,0.271904980763793
4,128,64,4,64,0.1934634055942297
4,128,64,4,128,0.27515552937984467
4,128,64,8,64,0.19250204786658287
4,128,64,8,128,0.2733019646257162
4,256,2,1,64,0.09850249625742435
4,256,2,1,128,0.09808200411498547
4,256,2,2,64,0.10239961557090282
4,256,2,2,128,0.09711482562124729
4,256,2,4,64,-1.0
4,256,2,4,128,-1.0
4,256,2,8,64,-1.0
4,256,2,8,128,-1.0
4,256,4,1,64,0.09879795834422112
4,256,4,1,128,0.10697846300899982
4,256,4,2,64,0.0990135595202446
4,256,4,2,128,0.10083126835525036
4,256,4,4,64,0.09170430712401867
4,256,4,4,128,0.10378239676356316
4,256,4,8,64,-1.0
4,256,4,8,128,-1.0
4,256,8,1,64,0.10793446563184261
4,256,8,1,128,0.1241704449057579
4,256,8,2,64,0.11044996790587902
4,256,8,2,128,0.11934665963053703
4,256,8,4,64,0.11045485734939575
4,256,8,4,128,0.1188905443996191
4,256,8,8,64,0.10831025429069996
4,256,8,8,128,0.12079393491148949
4,256,16,1,64,0.17844652757048607
4,256,16,1,128,0.2546727191656828
4,256,16,2,64,0.18402165733277798
4,256,16,2,128,0.26129442267119884
4,256,16,4,64,0.17549004405736923
4,256,16,4,128,0.2524179872125387
4,256,16,8,64,0.18006470054388046
4,256,16,8,128,0.2583789173513651
4,256,32,1,64,0.2818424254655838
4,256,32,1,128,0.4403709899634123
4,256,32,2,64,0.28223288245499134
4,256,32,2,128,0.43355952948331833
4,256,32,4,64,0.2761220093816519
4,256,32,4,128,0.4392843693494797
4,256,32,8,64,0.27541094459593296
4,256,32,8,128,0.43466081842780113
4,256,64,1,64,0.46121561899781227
4,256,64,1,128,0.7944081444293261
4,256,64,2,64,0.45936135575175285
4,256,64,2,128,0.7878853939473629
4,256,64,4,64,0.4599678795784712
4,256,64,4,128,0.7893189322203398
4,256,64,8,64,0.45685190707445145
4,256,64,8,128,0.7914530579000711
4,512,2,1,64,0.12179114855825901
4,512,2,1,128,0.13590208254754543
4,512,2,2,64,0.12368452735245228
4,512,2,2,128,0.1260989811271429
4,512,2,4,64,-1.0
4,512,2,4,128,-1.0
4,512,2,8,64,-1.0
4,512,2,8,128,-1.0
4,512,4,1,64,0.14926143921911716
4,512,4,1,128,0.16295677050948143
4,512,4,2,64,0.14062109403312206
4,512,4,2,128,0.15643518418073654
4,512,4,4,64,0.1438218168914318
4,512,4,4,128,0.16480591148138046
4,512,4,8,64,-1.0
4,512,4,8,128,-1.0
4,512,8,1,64,0.2292548306286335
4,512,8,1,128,0.2657482400536537
4,512,8,2,64,0.22036838345229626
4,512,8,2,128,0.26691495440900326
4,512,8,4,64,0.22422103211283684
4,512,8,4,128,0.2643850166350603
4,512,8,8,64,0.22579403594136238
4,512,8,8,128,0.2663393970578909
4,512,16,1,64,0.470572616904974
4,512,16,1,128,0.7610414177179337
4,512,16,2,64,0.4711837973445654
4,512,16,2,128,0.759293558076024
4,512,16,4,64,0.4654384683817625
4,512,16,4,128,0.7601799443364143
4,512,16,8,64,0.46717608347535133
4,512,16,8,128,0.7589024025946856
4,512,32,1,64,0.8517694659531116
4,512,32,1,128,1.4937750529497862
4,512,32,2,64,0.8525759913027287
4,512,32,2,128,1.496611163020134
4,512,32,4,64,0.8522556163370609
4,512,32,4,128,1.4828797429800034
4,512,32,8,64,0.8500909898430109
4,512,32,8,128,1.461124513298273
4,512,64,1,64,1.48797407746315
4,512,64,1,128,2.8669917955994606
4,512,64,2,64,1.5435528475791216
4,512,64,2,128,2.8711697086691856
4,512,64,4,64,1.4900940004736185
4,512,64,4,128,2.839490305632353
4,512,64,8,64,1.4818236231803894
4,512,64,8,128,2.8664160054177046
4,1024,2,1,64,0.2182044554501772
4,1024,2,1,128,0.24170847609639168
4,1024,2,2,64,0.2177234273403883
4,1024,2,2,128,0.24701817892491817
4,1024,2,4,64,-1.0
4,1024,2,4,128,-1.0
4,1024,2,8,64,-1.0
4,1024,2,8,128,-1.0
4,1024,4,1,64,0.36549801006913185
4,1024,4,1,128,0.4158059600740671
4,1024,4,2,64,0.36655482836067677
4,1024,4,2,128,0.4171989858150482
4,1024,4,4,64,0.36812759935855865
4,1024,4,4,128,0.4182059783488512
4,1024,4,8,64,-1.0
4,1024,4,8,128,-1.0
4,1024,8,1,64,0.607191352173686
4,1024,8,1,128,0.7643376011401415
4,1024,8,2,64,0.6083736661821604
4,1024,8,2,128,0.7593778427690268
4,1024,8,4,64,0.607902416959405
4,1024,8,4,128,0.7575796917080879
4,1024,8,8,64,0.6099611055105925
4,1024,8,8,128,0.761386938393116
4,1024,16,1,64,1.6256747767329216
4,1024,16,1,128,2.7429722249507904
4,1024,16,2,64,1.6820596065372229
4,1024,16,2,128,2.801761031150818
4,1024,16,4,64,1.6308696940541267
4,1024,16,4,128,2.7374872006475925
4,1024,16,8,64,1.6214719507843256
4,1024,16,8,128,2.73700593970716
4,1024,32,1,64,3.2160088885575533
4,1024,32,1,128,5.4402395617216825
4,1024,32,2,64,3.216315060853958
4,1024,32,2,128,5.44098112732172
4,1024,32,4,64,3.216255223378539
4,1024,32,4,128,5.377093097195029
4,1024,32,8,64,3.2226513139903545
4,1024,32,8,128,5.440825829282403
4,1024,64,1,64,5.580153549090028
4,1024,64,1,128,10.840435046702623
4,1024,64,2,64,5.550218978896737
4,1024,64,2,128,10.840259026736021
4,1024,64,4,64,5.574133014306426
4,1024,64,4,128,10.844166856259108
4,1024,64,8,64,5.574618466198444
4,1024,64,8,128,10.837854351848364
4,2048,2,1,64,0.5620070733129978
4,2048,2,1,128,0.6478060968220234
4,2048,2,2,64,0.5613758694380522
4,2048,2,2,128,0.6433429662138224
4,2048,2,4,64,-1.0
4,2048,2,4,128,-1.0
4,2048,2,8,64,-1.0
4,2048,2,8,128,-1.0
4,2048,4,1,64,1.1902623809874058
4,2048,4,1,128,1.3662795536220074
4,2048,4,2,64,1.1858090292662382
4,2048,4,2,128,1.3749643694609404
4,2048,4,4,64,1.1841857340186834
4,2048,4,4,128,1.3097936753183603
4,2048,4,8,64,-1.0
4,2048,4,8,128,-1.0
4,2048,8,1,64,2.26579699665308
4,2048,8,1,128,2.8200605884194374
4,2048,8,2,64,2.264444949105382
4,2048,8,2,128,2.8290569316595793
4,2048,8,4,64,2.2636980284005404
4,2048,8,4,128,2.773879561573267
4,2048,8,8,64,2.2815463598817587
4,2048,8,8,128,2.824218012392521
4,2048,16,1,64,6.306185387074947
4,2048,16,1,128,10.715357959270477
4,2048,16,2,64,6.292926613241434
4,2048,16,2,128,10.748084168881178
4,2048,16,4,64,6.293241633102298
4,2048,16,4,128,10.726348496973515
4,2048,16,8,64,6.293912883847952
4,2048,16,8,128,10.738326003775
4,2048,32,1,64,12.444244930520654
4,2048,32,1,128,21.13369549624622
4,2048,32,2,64,12.443883577361703
4,2048,32,2,128,21.148167550563812
4,2048,32,4,64,12.41042697802186
4,2048,32,4,128,21.161251701414585
4,2048,32,8,64,12.442476348951459
4,2048,32,8,128,21.15586679428816
4,2048,64,1,64,21.628067595884204
4,2048,64,1,128,42.55911707878113
4,2048,64,2,64,21.641286788508296
4,2048,64,2,128,42.542466428130865
4,2048,64,4,64,21.626565605401993
4,2048,64,4,128,42.55186906084418
4,2048,64,8,64,21.6223718598485
4,2048,64,8,128,42.548237135633826
4,4096,2,1,64,2.0794873125851154
4,4096,2,1,128,2.4052010849118233
4,4096,2,2,64,2.088828943669796
4,4096,2,2,128,2.397847594693303
4,4096,2,4,64,-1.0
4,4096,2,4,128,-1.0
4,4096,2,8,64,-1.0
4,4096,2,8,128,-1.0
4,4096,4,1,64,4.399104276672006
4,4096,4,1,128,5.063936347141862
4,4096,4,2,64,4.402124555781484
4,4096,4,2,128,5.051047774031758
4,4096,4,4,64,4.434880567714572
4,4096,4,4,128,5.050206324085593
4,4096,4,8,64,-1.0
4,4096,4,8,128,-1.0
4,4096,8,1,64,8.460290729999542
4,4096,8,1,128,10.563606396317482
4,4096,8,2,64,8.450598455965519
4,4096,8,2,128,10.59807138517499
4,4096,8,4,64,8.456408744677901
4,4096,8,4,128,10.62767580151558
4,4096,8,8,64,8.455837843939662
4,4096,8,8,128,10.67183306440711
4,4096,16,1,64,24.819015990942717
4,4096,16,1,128,42.47868899255991
4,4096,16,2,64,24.771613534539938
4,4096,16,2,128,42.54517680965364
4,4096,16,4,64,24.769709212705493
4,4096,16,4,128,42.53208311274648
4,4096,16,8,64,24.772219359874725
4,4096,16,8,128,42.53759910352528
4,4096,32,1,64,49.36874797567725
4,4096,32,1,128,83.69407034479082
4,4096,32,2,64,49.3829851038754
4,4096,32,2,128,83.70359311811626
4,4096,32,4,64,49.38365053385496
4,4096,32,4,128,83.71276571415365
4,4096,32,8,64,49.37179945409298
4,4096,32,8,128,83.64420919679105
4,4096,64,1,64,85.67677345126867
4,4096,64,1,128,169.0513368230313
4,4096,64,2,64,85.66832798533142
4,4096,64,2,128,169.12443796172738
4,4096,64,4,64,85.66492167301476
4,4096,64,4,128,169.19793956913054
4,4096,64,8,64,85.64067212864757
4,4096,64,8,128,169.2423524800688
4,8192,2,1,64,7.8862563241273165
4,8192,2,1,128,9.129266953095794
4,8192,2,2,64,7.884262362495065
4,8192,2,2,128,9.115917608141899
4,8192,2,4,64,-1.0
4,8192,2,4,128,-1.0
4,8192,2,8,64,-1.0
4,8192,2,8,128,-1.0
4,8192,4,1,64,16.80361549369991
4,8192,4,1,128,19.26563703455031
4,8192,4,2,64,16.783338505774736
4,8192,4,2,128,19.28638550452888
4,8192,4,4,64,16.8467762414366
4,8192,4,4,128,19.279046915471554
4,8192,4,8,64,-1.0
4,8192,4,8,128,-1.0
4,8192,8,1,64,33.42716698534787
4,8192,8,1,128,41.725273011252284
4,8192,8,2,64,33.381227403879166
4,8192,8,2,128,41.678806534036994
4,8192,8,4,64,33.36992091499269
4,8192,8,4,128,41.74385266378522
4,8192,8,8,64,33.490635454654694
4,8192,8,8,128,41.86774743720889
4,8192,16,1,64,99.03867240063846
4,8192,16,1,128,167.2069039195776
4,8192,16,2,64,98.85364444926381
4,8192,16,2,128,167.12514800019562
4,8192,16,4,64,98.86085265316069
4,8192,16,4,128,167.14806109666824
4,8192,16,8,64,98.89132902026176
4,8192,16,8,128,167.15716267935932
4,8192,32,1,64,196.99546974152327
4,8192,32,1,128,331.30519185215235
4,8192,32,2,64,197.00251356698573
4,8192,32,2,128,331.3435537274927
4,8192,32,4,64,197.00595550239086
4,8192,32,4,128,331.4314419403672
4,8192,32,8,64,197.01577932573855
4,8192,32,8,128,331.370058003813
4,8192,64,1,64,341.34018095210195
4,8192,64,1,128,673.5038270708174
4,8192,64,2,64,341.4222390856594
4,8192,64,2,128,673.5644359141588
4,8192,64,4,64,341.52732393704355
4,8192,64,4,128,673.6101165879518
4,8192,64,8,64,341.59178379923105
4,8192,64,8,128,673.7271551974118
8,64,2,1,64,0.08949590846896172
8,64,2,1,128,0.08945586159825325
8,64,2,2,64,0.09593297727406025
8,64,2,2,128,0.08910056203603745
8,64,2,4,64,-1.0
8,64,2,4,128,-1.0
8,64,2,8,64,-1.0
8,64,2,8,128,-1.0
8,64,4,1,64,0.08854386396706104
8,64,4,1,128,0.0908880028873682
8,64,4,2,64,0.08920067921280861
8,64,4,2,128,0.09468058124184608
8,64,4,4,64,0.09564217180013657
8,64,4,4,128,0.08902070112526417
8,64,4,8,64,-1.0
8,64,4,8,128,-1.0
8,64,8,1,64,0.09450060315430164
8,64,8,1,128,0.09291735477745533
8,64,8,2,64,0.09013223461806774
8,64,8,2,128,0.09366869926452637
8,64,8,4,64,0.08890475146472454
8,64,8,4,128,0.0946905929595232
8,64,8,8,64,0.09282678365707397
8,64,8,8,128,0.09284773841500282
8,64,16,1,64,0.09524170309305191
8,64,16,1,128,0.10587600991129875
8,64,16,2,64,0.08877902291715145
8,64,16,2,128,0.10526063852012157
8,64,16,4,64,0.08789799176156521
8,64,16,4,128,0.10405760258436203
8,64,16,8,64,0.0876779668033123
8,64,16,8,128,0.10480452328920364
8,64,32,1,64,0.10143802501261234
8,64,32,1,128,0.13328716158866882
8,64,32,2,64,0.10091252624988556
8,64,32,2,128,0.13275095261633396
8,64,32,4,64,0.10139797814190388
8,64,32,4,128,0.1304673496633768
8,64,32,8,64,0.1016492024064064
8,64,32,8,128,0.13481499627232552
8,64,64,1,64,0.13186479918658733
8,64,64,1,128,0.1954671461135149
8,64,64,2,64,0.12663495726883411
8,64,64,2,128,0.18847454339265823
8,64,64,4,64,0.13841199688613415
8,64,64,4,128,0.19455072470009327
8,64,64,8,64,0.12736115604639053
8,64,64,8,128,0.18544401973485947
8,128,2,1,64,0.10187318548560143
8,128,2,1,128,0.0834297388792038
8,128,2,2,64,0.10742410086095333
8,128,2,2,128,0.07659685797989368
8,128,2,4,64,-1.0
8,128,2,4,128,-1.0
8,128,2,8,64,-1.0
8,128,2,8,128,-1.0
8,128,4,1,64,0.11064019054174423
8,128,4,1,128,0.10606157593429089
8,128,4,2,64,0.10407809168100357
8,128,4,2,128,0.0884991604834795
8,128,4,4,64,0.08382531814277172
8,128,4,4,128,0.10546529665589333
8,128,4,8,64,-1.0
8,128,4,8,128,-1.0
8,128,8,1,64,0.1047239638864994
8,128,8,1,128,0.12216600589454174
8,128,8,2,64,0.10170368477702141
8,128,8,2,128,0.13566645793616772
8,128,8,4,64,0.10195956565439701
8,128,8,4,128,0.13600196689367294
8,128,8,8,64,0.10354677215218544
8,128,8,8,128,0.12236624024808407
8,128,16,1,64,0.14316057786345482
8,128,16,1,128,0.18474250100553036
8,128,16,2,64,0.139949144795537
8,128,16,2,128,0.22546807304024696
8,128,16,4,64,0.14310027472674847
8,128,16,4,128,0.18629617989063263
8,128,16,8,64,0.131234060972929
8,128,16,8,128,0.1744737382978201
8,128,32,1,64,0.18464727327227592
8,128,32,1,128,0.26741623878479004
8,128,32,2,64,0.185834476724267
8,128,32,2,128,0.2635940909385681
8,128,32,4,64,0.18447753973305225
8,128,32,4,128,0.2667289227247238
8,128,32,8,64,0.18711690790951252
8,128,32,8,128,0.2654525451362133
8,128,64,1,64,0.28721243143081665
8,128,64,1,128,0.46664057299494743
8,128,64,2,64,0.2887607552111149
8,128,64,2,128,0.45977276749908924
8,128,64,4,64,0.2864464186131954
8,128,64,4,128,0.460583483800292
8,128,64,8,64,0.2836911007761955
8,128,64,8,128,0.45903632417321205
8,256,2,1,64,0.08935085497796535
8,256,2,1,128,0.0992396380752325
8,256,2,2,64,0.0889049842953682
8,256,2,2,128,0.09891833178699017
8,256,2,4,64,-1.0
8,256,2,4,128,-1.0
8,256,2,8,64,-1.0
8,256,2,8,128,-1.0
8,256,4,1,64,0.11663162149488926
8,256,4,1,128,0.1174828503280878
8,256,4,2,64,0.10669301263988018
8,256,4,2,128,0.12820260599255562
8,256,4,4,64,0.11089537292718887
8,256,4,4,128,0.11766795068979263
8,256,4,8,64,-1.0
8,256,4,8,128,-1.0
8,256,8,1,64,0.17329142428934574
8,256,8,1,128,0.2507695462554693
8,256,8,2,64,0.18490245565772057
8,256,8,2,128,0.25047967210412025
8,256,8,4,64,0.17512962222099304
8,256,8,4,128,0.253419391810894
8,256,8,8,64,0.17259526066482067
8,256,8,8,128,0.25078002363443375
8,256,16,1,64,0.2694802824407816
8,256,16,1,128,0.4249429330229759
8,256,16,2,64,0.2692046109586954
8,256,16,2,128,0.4262456204742193
8,256,16,4,64,0.27091754600405693
8,256,16,4,128,0.427482882514596
8,256,16,8,64,0.2689836546778679
8,256,16,8,128,0.42829965241253376
8,256,32,1,64,0.45457854866981506
8,256,32,1,128,0.7774864789098501
8,256,32,2,64,0.4496290348470211
8,256,32,2,128,0.7773460820317268
8,256,32,4,64,0.4508807323873043
8,256,32,4,128,0.7770962547510862
8,256,32,8,64,0.44907303526997566
8,256,32,8,128,0.7787984795868397
8,256,64,1,64,0.82229427061975
8,256,64,1,128,1.562763238325715
8,256,64,2,64,0.8225853089243174
8,256,64,2,128,1.5657730400562286
8,256,64,4,64,0.8200255688279867
8,256,64,4,128,1.5643704682588577
8,256,64,8,64,0.8183624595403671
8,256,64,8,128,1.5659139025956392
8,512,2,1,64,0.13853213749825954
8,512,2,1,128,0.1552330795675516
8,512,2,2,64,0.13830652460455894
8,512,2,2,128,0.15451153740286827
8,512,2,4,64,-1.0
8,512,2,4,128,-1.0
8,512,2,8,64,-1.0
8,512,2,8,128,-1.0
8,512,4,1,64,0.2142575103789568
8,512,4,1,128,0.2571116201579571
8,512,4,2,64,0.21436740644276142
8,512,4,2,128,0.2583288587629795
8,512,4,4,64,0.21465797908604145
8,512,4,4,128,0.2571968361735344
8,512,4,8,64,-1.0
8,512,4,8,128,-1.0
8,512,8,1,64,0.4601827822625637
8,512,8,1,128,0.7543689571321011
8,512,8,2,64,0.4650771152228117
8,512,8,2,128,0.7554155308753252
8,512,8,4,64,0.459031667560339
8,512,8,4,128,0.7534271571785212
8,512,8,8,64,0.4595816135406494
8,512,8,8,128,0.7539680227637291
8,512,16,1,64,0.8452329784631729
8,512,16,1,128,1.4171029906719923
8,512,16,2,64,0.8439298253506422
8,512,16,2,128,1.4793886803090572
8,512,16,4,64,0.846965704113245
8,512,16,4,128,1.4783164951950312
8,512,16,8,64,0.8435994386672974
8,512,16,8,128,1.4198576100170612
8,512,32,1,64,1.5312640462070704
8,512,32,1,128,2.840557601302862
8,512,32,2,64,1.5322065446525812
8,512,32,2,128,2.8396802954375744
8,512,32,4,64,1.5268612187355757
8,512,32,4,128,2.843377413228154
8,512,32,8,64,1.468713628128171
8,512,32,8,128,2.8507316019386053
8,512,64,1,64,2.9057434294372797
8,512,64,1,128,5.63214416615665
8,512,64,2,64,2.9689855873584747
8,512,64,2,128,5.634027533233166
8,512,64,4,64,2.969220979139209
8,512,64,4,128,5.6364519987255335
8,512,64,8,64,2.966375555843115
8,512,64,8,128,5.631923442706466
8,1024,2,1,64,0.3564259968698025
8,1024,2,1,128,0.4089034628123045
8,1024,2,2,64,0.3588455729186535
8,1024,2,2,128,0.42588519863784313
8,1024,2,4,64,-1.0
8,1024,2,4,128,-1.0
8,1024,2,8,64,-1.0
8,1024,2,8,128,-1.0
8,1024,4,1,64,0.5994560196995735
8,1024,4,1,128,0.7500061765313148
8,1024,4,2,64,0.6029284559190273
8,1024,4,2,128,0.749925384297967
8,1024,4,4,64,0.6015098188072443
8,1024,4,4,128,0.7522101514041424
8,1024,4,8,64,-1.0
8,1024,4,8,128,-1.0
8,1024,8,1,64,1.680225832387805
8,1024,8,1,128,2.7962655294686556
8,1024,8,2,64,1.680104760453105
8,1024,8,2,128,2.793756080791354
8,1024,8,4,64,1.6203843988478184
8,1024,8,4,128,2.7962555177509785
8,1024,8,8,64,1.6206256113946438
8,1024,8,8,128,2.7930843643844128
8,1024,16,1,64,3.220857586711645
8,1024,16,1,128,5.40034961886704
8,1024,16,2,64,3.2141858246177435
8,1024,16,2,128,5.382817005738616
8,1024,16,4,64,3.214475931599736
8,1024,16,4,128,5.383528070524335
8,1024,16,8,64,3.2131634652614594
8,1024,16,8,128,5.385056138038635
8,1024,32,1,64,5.536156008020043
8,1024,32,1,128,10.749974520877004
8,1024,32,2,64,5.542553029954433
8,1024,32,2,128,10.75075101107359
8,1024,32,4,64,5.533330608159304
8,1024,32,4,128,10.746267857030034
8,1024,32,8,64,5.543113918974996
8,1024,32,8,128,10.750721208751202
8,1024,64,1,64,11.201441753655672
8,1024,64,1,128,21.723449463024735
8,1024,64,2,64,11.202594032511115
8,1024,64,2,128,21.72302850522101
8,1024,64,4,64,11.20231905952096
8,1024,64,4,128,21.718840580433607
8,1024,64,8,64,11.196914128959179
8,1024,64,8,128,21.71927154995501
8,2048,2,1,64,1.139312982559204
8,2048,2,1,128,1.356675522401929
8,2048,2,2,64,1.2026354670524597
8,2048,2,2,128,1.3557591009885073
8,2048,2,4,64,-1.0
8,2048,2,4,128,-1.0
8,2048,2,8,64,-1.0
8,2048,2,8,128,-1.0
8,2048,4,1,64,2.262705471366644
8,2048,4,1,128,2.826396841555834
8,2048,4,2,64,2.271196572110057
8,2048,4,2,128,2.820826368406415
8,2048,4,4,64,2.2755854297429323
8,2048,4,4,128,2.825420117005706
8,2048,4,8,64,-1.0
8,2048,4,8,128,-1.0
8,2048,8,1,64,6.300889421254396
8,2048,8,1,128,10.742687154561281
8,2048,8,2,64,6.291497265920043
8,2048,8,2,128,10.72752382606268
8,2048,8,4,64,6.302037043496966
8,2048,8,4,128,10.724557330831885
8,2048,8,8,64,6.308428943157196
8,2048,8,8,128,10.73946082033217
8,2048,16,1,64,12.47122255153954
8,2048,16,1,128,20.961718168109655
8,2048,16,2,64,12.442754581570625
8,2048,16,2,128,20.94728546217084
8,2048,16,4,64,12.441311962902546
8,2048,16,4,128,20.946559961885214
8,2048,16,8,64,12.440335005521774
8,2048,16,8,128,21.0180573631078
8,2048,32,1,64,21.492877509444952
8,2048,32,1,128,42.204241966828704
8,2048,32,2,64,21.508906967937946
8,2048,32,2,128,42.21915453672409
8,2048,32,4,64,21.500687347725034
8,2048,32,4,128,42.19787032343447
8,2048,32,8,64,21.496409783139825
8,2048,32,8,128,42.20652161166072
8,2048,64,1,64,43.95153769291937
8,2048,64,1,128,85.70331567898393
8,2048,64,2,64,43.989297933876514
8,2048,64,2,128,85.68859403021634
8,2048,64,4,64,43.97799703292549
8,2048,64,4,128,85.68804268725216
8,2048,64,8,64,43.97695488296449
8,2048,64,8,128,85.67068702541292
8,4096,2,1,64,4.396714037284255
8,4096,2,1,128,5.044856108725071
8,4096,2,2,64,4.411100642755628
8,4096,2,2,128,5.050867097452283
8,4096,2,4,64,-1.0
8,4096,2,4,128,-1.0
8,4096,2,8,64,-1.0
8,4096,2,8,128,-1.0
8,4096,4,1,64,8.455721661448479
8,4096,4,1,128,10.606569936499
8,4096,4,2,64,8.448537904769182
8,4096,4,2,128,10.630895616486669
8,4096,4,4,64,8.48973891697824
8,4096,4,4,128,10.657634818926454
8,4096,4,8,64,-1.0
8,4096,4,8,128,-1.0
8,4096,8,1,64,24.776393081992865
8,4096,8,1,128,42.45408182032406
8,4096,8,2,64,24.75669700652361
8,4096,8,2,128,42.47973463498056
8,4096,8,4,64,24.757232517004013
8,4096,8,4,128,42.5338800996542
8,4096,8,8,64,24.749362841248512
8,4096,8,8,128,42.50134481117129
8,4096,16,1,64,49.35658234171569
8,4096,16,1,128,82.58937392383814
8,4096,16,2,64,49.364558421075344
8,4096,16,2,128,82.59345195256174
8,4096,16,4,64,49.367192434147
8,4096,16,4,128,82.6273700222373
8,4096,16,8,64,49.3647838011384
8,4096,16,8,128,82.59496558457613
8,4096,32,1,64,85.10339679196477
8,4096,32,1,128,167.66720009036362
8,4096,32,2,64,85.12007794342935
8,4096,32,2,128,167.70195006392896
8,4096,32,4,64,85.12507239356637
8,4096,32,4,128,167.72075556218624
8,4096,32,8,64,85.10643895715475
8,4096,32,8,128,167.76627046056092
8,4096,64,1,64,174.63467409834266
8,4096,64,1,128,340.760137187317
8,4096,64,2,64,174.64132653549314
8,4096,64,2,128,340.7567124813795
8,4096,64,4,64,174.6111169923097
8,4096,64,4,128,340.79182404093444
8,4096,64,8,64,174.62481185793877
8,4096,64,8,128,340.8305218908936
8,8192,2,1,64,16.781617188826203
8,8192,2,1,128,19.25463881343603
