bs,seq,nh,nkv,hd,t_measured_ms
1,4096,16,2,64,-1.0
1,4096,16,2,128,-1.0
1,4096,16,4,64,-1.0
1,4096,16,4,128,-1.0
1,4096,32,1,64,-1.0
1,4096,32,1,128,-1.0
1,4096,32,2,64,-1.0
1,4096,32,2,128,-1.0
1,4096,32,4,64,-1.0
1,4096,32,4,128,-1.0
1,4553,4,1,64,-1.0
1,4553,4,1,128,-1.0
1,4553,4,2,64,-1.0
1,4553,4,2,128,-1.0
1,4553,4,4,64,-1.0
1,4553,4,4,128,-1.0
1,4553,8,1,64,-1.0
1,4553,8,1,128,-1.0
1,4553,8,2,64,-1.0
1,4553,8,2,128,-1.0
1,4553,8,4,64,-1.0
1,4553,8,4,128,-1.0
1,4553,16,1,64,-1.0
1,4553,16,1,128,-1.0
1,4553,16,2,64,-1.0
1,4553,16,2,128,-1.0
1,4553,16,4,64,-1.0
1,4553,16,4,128,-1.0
1,4553,32,1,64,-1.0
1,4553,32,1,128,-1.0
1,4553,32,2,64,-1.0
1,4553,32,2,128,-1.0
1,4553,32,4,64,-1.0
1,4553,32,4,128,-1.0
1,8192,4,1,64,-1.0
1,8192,4,1,128,-1.0
1,8192,4,2,64,-1.0
1,8192,4,2,128,-1.0
1,8192,4,4,64,-1.0
1,8192,4,4,128,-1.0
1,8192,8,1,64,-1.0
1,8192,8,1,128,-1.0
1,8192,8,2,64,-1.0
1,8192,8,2,128,-1.0
1,8192,8,4,64,-1.0
1,8192,8,4,128,-1.0
1,8192,16,1,64,-1.0
1,8192,16,1,128,-1.0
1,8192,16,2,64,-1.0
1,8192,16,2,128,-1.0
1,8192,16,4,64,-1.0
1,8192,16,4,128,-1.0
1,8192,32,1,64,-1.0
1,8192,32,1,128,-1.0
1,8192,32,2,64,-1.0
1,8192,32,2,128,-1.0
1,8192,32,4,64,-1.0
1,8192,32,4,128,-1.0
1,8397,4,1,64,-1.0
1,8397,4,1,128,-1.0
1,8397,4,2,64,-1.0
1,8397,4,2,128,-1.0
1,8397,4,4,64,-1.0
1,8397,4,4,128,-1.0
1,8397,8,1,64,-1.0
1,8397,8,1,128,-1.0
1,8397,8,2,64,-1.0
1,8397,8,2,128,-1.0
1,8397,8,4,64,-1.0
1,8397,8,4,128,-1.0
1,8397,16,1,64,-1.0
1,8397,16,1,128,-1.0
1,8397,16,2,64,-1.0
1,8397,16,2,128,-1.0
1,8397,16,4,64,-1.0
1,8397,16,4,128,-1.0
1,8397,32,1,64,-1.0
1,8397,32,1,128,-1.0
1,8397,32,2,64,-1.0
1,8397,32,2,128,-1.0
1,8397,32,4,64,-1.0
1,8397,32,4,128,-1.0
1,10446,4,1,64,-1.0
1,10446,4,1,128,-1.0
1,10446,4,2,64,-1.0
1,10446,4,2,128,-1.0
1,10446,4,4,64,-1.0
1,10446,4,4,128,-1.0
1,10446,8,1,64,-1.0
1,10446,8,1,128,-1.0
1,10446,8,2,64,-1.0
1,10446,8,2,128,-1.0
1,10446,8,4,64,-1.0
1,10446,8,4,128,-1.0
1,10446,16,1,64,-1.0
1,10446,16,1,128,-1.0
1,10446,16,2,64,-1.0
1,10446,16,2,128,-1.0
1,10446,16,4,64,-1.0
1,10446,16,4,128,-1.0
1,10446,32,1,64,-1.0
1,10446,32,1,128,-1.0
1,10446,32,2,64,-1.0
1,10446,32,2,128,-1.0
1,10446,32,4,64,-1.0
1,10446,32,4,128,-1.0
1,14267,4,1,64,-1.0
1,14267,4,1,128,-1.0
1,14267,4,2,64,-1.0
1,14267,4,2,128,-1.0
1,14267,4,4,64,-1.0
1,14267,4,4,128,-1.0
1,14267,8,1,64,-1.0
1,14267,8,1,128,-1.0
1,14267,8,2,64,-1.0
1,14267,8,2,128,-1.0
1,14267,8,4,64,-1.0
1,14267,8,4,128,-1.0
1,14267,16,1,64,-1.0
1,14267,16,1,128,-1.0
1,14267,16,2,64,-1.0
1,14267,16,2,128,-1.0
1,14267,16,4,64,-1.0
1,14267,16,4,128,-1.0
1,14267,32,1,64,-1.0
1,14267,32,1,128,-1.0
1,14267,32,2,64,-1.0
1,14267,32,2,128,-1.0
1,14267,32,4,64,-1.0
1,14267,32,4,128,-1.0
1,16384,4,1,64,-1.0
1,16384,4,1,128,-1.0
1,16384,4,2,64,-1.0
1,16384,4,2,128,-1.0
1,16384,4,4,64,-1.0
1,16384,4,4,128,-1.0
1,16384,8,1,64,-1.0
1,16384,8,1,128,-1.0
1,16384,8,2,64,-1.0
1,16384,8,2,128,-1.0
1,16384,8,4,64,-1.0
1,16384,8,4,128,-1.0
1,16384,16,1,64,-1.0
1,16384,16,1,128,-1.0
1,16384,16,2,64,-1.0
1,16384,16,2,128,-1.0
1,16384,16,4,64,-1.0
1,16384,16,4,128,-1.0
1,16384,32,1,64,-1.0
1,16384,32,1,128,-1.0
1,16384,32,2,64,-1.0
1,16384,32,2,128,-1.0
1,16384,32,4,64,-1.0
1,16384,32,4,128,-1.0
