M,N,K,t_measured_ms
256,1024,4096,0.11090398766100407
256,1024,6227,-1.0
256,1024,8192,0.11499098036438227
256,1024,12632,-1.0
256,1024,13940,-1.0
256,1024,15254,-1.0
256,1024,16384,0.11747400276362896
256,2048,256,0.09829597547650337
256,2048,512,0.10098994243890047
256,2048,1024,0.10112999007105827
256,2048,2048,0.10572699829936028
256,2048,2885,-1.0
256,2048,4096,0.1133880577981472
256,2048,6227,-1.0
256,2048,8192,0.11263706255704165
256,2048,12632,-1.0
256,2048,13940,-1.0
256,2048,15254,-1.0
256,2048,16384,0.12430502101778984
256,2127,256,-1.0
256,2127,512,-1.0
256,2127,1024,-1.0
256,2127,2048,-1.0
256,2127,2885,-1.0
256,2127,4096,-1.0
256,2127,6227,-1.0
256,2127,8192,-1.0
256,2127,12632,-1.0
256,2127,13940,-1.0
256,2127,15254,-1.0
256,2127,16384,-1.0
256,4096,256,0.09868608321994543
256,4096,512,0.10082009248435497
256,4096,1024,0.1012010034173727
256,4096,2048,0.10543607641011477
256,4096,2885,-1.0
256,4096,4096,0.11056393850594759
256,4096,6227,-1.0
256,4096,8192,0.12171093840152025
256,4096,12632,-1.0
256,4096,13940,-1.0
256,4096,15254,-1.0
256,4096,16384,0.13335805851966143
256,5268,256,-1.0
256,5268,512,-1.0
256,5268,1024,-1.0
256,5268,2048,-1.0
256,5268,2885,-1.0
256,5268,4096,-1.0
256,5268,6227,-1.0
256,5268,8192,-1.0
256,5268,12632,-1.0
256,5268,13940,-1.0
256,5268,15254,-1.0
256,5268,16384,-1.0
256,8192,256,0.0988770043477416
256,8192,512,0.09896699339151382
256,8192,1024,0.10329310316592455
256,8192,2048,0.10505598038434982
256,8192,2885,-1.0
256,8192,4096,0.11317792814224958
256,8192,6227,-1.0
256,8192,8192,0.13041403144598007
256,8192,12632,-1.0
256,8192,13940,-1.0
256,8192,15254,-1.0
256,8192,16384,0.15312700998038054
256,9372,256,-1.0
256,9372,512,-1.0
256,9372,1024,-1.0
256,9372,2048,-1.0
256,9372,2885,-1.0
256,9372,4096,-1.0
256,9372,6227,-1.0
256,9372,8192,-1.0
256,9372,12632,-1.0
256,9372,13940,-1.0
256,9372,15254,-1.0
256,9372,16384,-1.0
256,13896,256,-1.0
256,13896,512,-1.0
256,13896,1024,-1.0
256,13896,2048,-1.0
256,13896,2885,-1.0
256,13896,4096,-1.0
256,13896,6227,-1.0
256,13896,8192,-1.0
256,13896,12632,-1.0
256,13896,13940,-1.0
256,13896,15254,-1.0
256,13896,16384,-1.0
256,14440,256,-1.0
256,14440,512,-1.0
256,14440,1024,-1.0
256,14440,2048,-1.0
256,14440,2885,-1.0
256,14440,4096,-1.0
256,14440,6227,-1.0
256,14440,8192,-1.0
256,14440,12632,-1.0
256,14440,13940,-1.0
256,14440,15254,-1.0
256,14440,16384,-1.0
256,16384,256,0.10131101589649916
256,16384,512,0.1026419922709465
256,16384,1024,0.10912201832979918
256,16384,2048,0.11542090214788914
256,16384,2885,-1.0
256,16384,4096,0.1331979874521494
256,16384,6227,-1.0
256,16384,8192,0.15716406051069498
256,16384,12632,-1.0
256,16384,13940,-1.0
256,16384,15254,-1.0
256,16384,16384,0.22441300097852945
512,256,256,0.09608303662389517
512,256,512,0.09836594108492136
512,256,1024,0.10082998778671026
512,256,2048,0.10377401486039162
512,256,2885,-1.0
512,256,4096,0.10990304872393608
512,256,6227,-1.0
512,256,8192,0.11349900159984827
512,256,12632,-1.0
512,256,13940,-1.0
512,256,15254,-1.0
512,256,16384,0.11558202095329762
512,512,256,0.09874696843326092
512,512,512,0.09863695595413446
512,512,1024,0.09999796748161316
512,512,2048,0.10383396875113249
512,512,2885,-1.0
512,512,4096,0.11347897816449404
512,512,6227,-1.0
512,512,8192,0.11261703912168741
512,512,12632,-1.0
512,512,13940,-1.0
512,512,15254,-1.0
512,512,16384,0.1161330146715045
512,1024,256,0.09714392945170403
512,1024,512,0.10062998626381159
512,1024,1024,0.1015199813991785
512,1024,2048,0.10570697486400604
512,1024,2885,-1.0
512,1024,4096,0.11153495870530605
512,1024,6227,-1.0
512,1024,8192,0.11436897329986095
512,1024,12632,-1.0
512,1024,13940,-1.0
512,1024,15254,-1.0
512,1024,16384,0.12416404206305742
512,2048,256,0.09820505511015654
512,2048,512,0.10118004865944386
512,2048,1024,0.10208203457295895
512,2048,2048,0.1042649382725358
512,2048,2885,-1.0
512,2048,4096,0.11177605483680964
512,2048,6227,-1.0
512,2048,8192,0.12225203681737185
512,2048,12632,-1.0
512,2048,13940,-1.0
512,2048,15254,-1.0
512,2048,16384,0.13401906471699476
512,2127,256,-1.0
512,2127,512,-1.0
512,2127,1024,-1.0
512,2127,2048,-1.0
512,2127,2885,-1.0
512,2127,4096,-1.0
512,2127,6227,-1.0
512,2127,8192,-1.0
512,2127,12632,-1.0
512,2127,13940,-1.0
512,2127,15254,-1.0
512,2127,16384,-1.0
512,4096,256,0.10229204781353474
512,4096,512,0.09958702139556408
512,4096,1024,0.10240206029266119
512,4096,2048,0.10593701153993607
512,4096,2885,-1.0
512,4096,4096,0.11320796329528093
512,4096,6227,-1.0
512,4096,8192,0.1287319464609027
512,4096,12632,-1.0
512,4096,13940,-1.0
512,4096,15254,-1.0
512,4096,16384,0.15614205040037632
512,5268,256,-1.0
512,5268,512,-1.0
512,5268,1024,-1.0
512,5268,2048,-1.0
512,5268,2885,-1.0
512,5268,4096,-1.0
512,5268,6227,-1.0
512,5268,8192,-1.0
512,5268,12632,-1.0
512,5268,13940,-1.0
512,5268,15254,-1.0
512,5268,16384,-1.0
512,8192,256,0.10011799167841673
512,8192,512,0.1032539876177907
512,8192,1024,0.10804994963109493
512,8192,2048,0.1173350028693676
512,8192,2885,-1.0
512,8192,4096,0.13423897325992584
512,8192,6227,-1.0
512,8192,8192,0.1560909440740943
512,8192,12632,-1.0
512,8192,13940,-1.0
512,8192,15254,-1.0
512,8192,16384,0.2039929386228323
512,9372,256,-1.0
512,9372,512,-1.0
512,9372,1024,-1.0
512,9372,2048,-1.0
512,9372,2885,-1.0
512,9372,4096,-1.0
512,9372,6227,-1.0
512,9372,8192,-1.0
512,9372,12632,-1.0
512,9372,13940,-1.0
512,9372,15254,-1.0
512,9372,16384,-1.0
512,13896,256,-1.0
512,13896,512,-1.0
512,13896,1024,-1.0
512,13896,2048,-1.0
512,13896,2885,-1.0
512,13896,4096,-1.0
512,13896,6227,-1.0
512,13896,8192,-1.0
512,13896,12632,-1.0
512,13896,13940,-1.0
512,13896,15254,-1.0
512,13896,16384,-1.0
512,14440,256,-1.0
512,14440,512,-1.0
512,14440,1024,-1.0
512,14440,2048,-1.0
512,14440,2885,-1.0
512,14440,4096,-1.0
512,14440,6227,-1.0
512,14440,8192,-1.0
512,14440,12632,-1.0
512,14440,13940,-1.0
512,14440,15254,-1.0
512,14440,16384,-1.0
512,16384,256,0.10316295083612204
512,16384,512,0.10626798029989004
512,16384,1024,0.11142506264150143
512,16384,2048,0.12689793948084116
512,16384,2885,-1.0
512,16384,4096,0.15051406808197498
512,16384,6227,-1.0
512,16384,8192,0.20531495101749897
512,16384,12632,-1.0
512,16384,13940,-1.0
512,16384,15254,-1.0
512,16384,16384,0.3073369152843952
1024,256,256,0.0965530052781105
1024,256,512,0.09752507321536541
1024,256,1024,0.10271195787936449
1024,256,2048,0.10300299618393183
1024,256,2885,-1.0
1024,256,4096,0.11158501729369164
1024,256,6227,-1.0
1024,256,8192,0.11283799540251493
1024,256,12632,-1.0
1024,256,13940,-1.0
1024,256,15254,-1.0
1024,256,16384,0.1165029825642705
1024,512,256,0.09769492316991091
1024,512,512,0.10235200170427561
1024,512,1024,0.09905709885060787
1024,512,2048,0.10421499609947205
1024,512,2885,-1.0
1024,512,4096,0.10991294402629137
1024,512,6227,-1.0
1024,512,8192,0.11278805322945118
1024,512,12632,-1.0
1024,512,13940,-1.0
1024,512,15254,-1.0
1024,512,16384,0.12228102423250675
1024,1024,256,0.09912694804370403
1024,1024,512,0.09953801054507494
1024,1024,1024,0.10383408516645432
1024,1024,2048,0.10514596942812204
1024,1024,2885,-1.0
1024,1024,4096,0.11096394155174494
1024,1024,6227,-1.0
1024,1024,8192,0.1211198978126049
1024,1024,12632,-1.0
1024,1024,13940,-1.0
1024,1024,15254,-1.0
1024,1024,16384,0.13567192945629358
1024,2048,256,0.09883695747703314
1024,2048,512,0.10137096978724003
1024,2048,1024,0.10111997835338116
1024,2048,2048,0.10487495455890894
1024,2048,2885,-1.0
1024,2048,4096,0.1142299734055996
1024,2048,6227,-1.0
1024,2048,8192,0.12896198313683271
1024,2048,12632,-1.0
1024,2048,13940,-1.0
1024,2048,15254,-1.0
1024,2048,16384,0.15506998170167208
1024,2127,256,-1.0
1024,2127,512,-1.0
1024,2127,1024,-1.0
1024,2127,2048,-1.0
1024,2127,2885,-1.0
1024,2127,4096,-1.0
1024,2127,6227,-1.0
1024,2127,8192,-1.0
1024,2127,12632,-1.0
1024,2127,13940,-1.0
1024,2127,15254,-1.0
1024,2127,16384,-1.0
1024,4096,256,0.10527705308049917
1024,4096,512,0.10395492427051067
1024,4096,1024,0.10695902165025473
1024,4096,2048,0.1169330207630992
1024,4096,2885,-1.0
1024,4096,4096,0.13283698353916407
1024,4096,6227,-1.0
1024,4096,8192,0.15577091835439205
1024,4096,12632,-1.0
1024,4096,13940,-1.0
1024,4096,15254,-1.0
1024,4096,16384,0.20488398149609566
1024,5268,256,-1.0
1024,5268,512,-1.0
1024,5268,1024,-1.0
1024,5268,2048,-1.0
1024,5268,2885,-1.0
1024,5268,4096,-1.0
1024,5268,6227,-1.0
1024,5268,8192,-1.0
1024,5268,12632,-1.0
1024,5268,13940,-1.0
1024,5268,15254,-1.0
1024,5268,16384,-1.0
1024,8192,256,0.1017209142446518
1024,8192,512,0.10613794438540936
1024,8192,1024,0.11675292626023293
1024,8192,2048,0.12658804189413786
1024,8192,2885,-1.0
1024,8192,4096,0.1512350281700492
1024,8192,6227,-1.0
1024,8192,8192,0.2059659454971552
1024,8192,12632,-1.0
1024,8192,13940,-1.0
1024,8192,15254,-1.0
1024,8192,16384,0.29584893491119146
1024,9372,256,-1.0
1024,9372,512,-1.0
1024,9372,1024,-1.0
1024,9372,2048,-1.0
1024,9372,2885,-1.0
1024,9372,4096,-1.0
1024,9372,6227,-1.0
1024,9372,8192,-1.0
1024,9372,12632,-1.0
1024,9372,13940,-1.0
1024,9372,15254,-1.0
1024,9372,16384,-1.0
1024,13896,256,-1.0
1024,13896,512,-1.0
1024,13896,1024,-1.0
1024,13896,2048,-1.0
1024,13896,2885,-1.0
1024,13896,4096,-1.0
1024,13896,6227,-1.0
1024,13896,8192,-1.0
1024,13896,12632,-1.0
1024,13896,13940,-1.0
1024,13896,15254,-1.0
1024,13896,16384,-1.0
1024,14440,256,-1.0
1024,14440,512,-1.0
1024,14440,1024,-1.0
1024,14440,2048,-1.0
1024,14440,2885,-1.0
1024,14440,4096,-1.0
1024,14440,6227,-1.0
1024,14440,8192,-1.0
1024,14440,12632,-1.0
1024,14440,13940,-1.0
1024,14440,15254,-1.0
1024,14440,16384,-1.0
1024,16384,256,0.10946299880743027
1024,16384,512,0.11791498400270939
1024,16384,1024,0.12673798482865095
1024,16384,2048,0.15440897550433874
1024,16384,2885,-1.0
1024,16384,4096,0.20369200501590967
1024,16384,6227,-1.0
1024,16384,8192,0.302388914860785
1024,16384,12632,-1.0
1024,16384,13940,-1.0
1024,16384,15254,-1.0
1024,16384,16384,0.4906989634037018
2048,256,256,0.09698397479951382
2048,256,512,0.10139099322259426
2048,256,1024,0.10012800339609385
2048,256,2048,0.10387401562184095
2048,256,2885,-1.0
2048,256,4096,0.11166592594236135
2048,256,6227,-1.0
2048,256,8192,0.11390901636332273
2048,256,12632,-1.0
2048,256,13940,-1.0
2048,256,15254,-1.0
2048,256,16384,0.12286205310374498
2048,512,256,0.09931798558682203
2048,512,512,0.09714497718960047
2048,512,1024,0.09979796595871449
2048,512,2048,0.10357401333749294
2048,512,2885,-1.0
2048,512,4096,0.11433998588472605
2048,512,6227,-1.0
2048,512,8192,0.12221198994666338
2048,512,12632,-1.0
2048,512,13940,-1.0
2048,512,15254,-1.0
2048,512,16384,0.1339890295639634
2048,1024,256,0.09818607941269875
2048,1024,512,0.0980159966275096
2048,1024,1024,0.10287202894687653
2048,1024,2048,0.10894204024225473
2048,1024,2885,-1.0
2048,1024,4096,0.11317804455757141
2048,1024,6227,-1.0
2048,1024,8192,0.13139494694769382
2048,1024,12632,-1.0
2048,1024,13940,-1.0
2048,1024,15254,-1.0
2048,1024,16384,0.15473004896193743
2048,2048,256,0.09970809333026409
2048,2048,512,0.10269205085933208
2048,2048,1024,0.1089220168069005
2048,2048,2048,0.11713407002389431
2048,2048,2885,-1.0
2048,2048,4096,0.13367796782404184
2048,2048,6227,-1.0
2048,2048,8192,0.1549499575048685
2048,2048,12632,-1.0
2048,2048,13940,-1.0
2048,2048,15254,-1.0
2048,2048,16384,0.20374299492686987
2048,2127,256,-1.0
2048,2127,512,-1.0
2048,2127,1024,-1.0
2048,2127,2048,-1.0
2048,2127,2885,-1.0
2048,2127,4096,-1.0
2048,2127,6227,-1.0
2048,2127,8192,-1.0
2048,2127,12632,-1.0
2048,2127,13940,-1.0
2048,2127,15254,-1.0
2048,2127,16384,-1.0
2048,4096,256,0.10300299618393183
2048,4096,512,0.10606797877699137
2048,4096,1024,0.11294800788164139
2048,4096,2048,0.12616708409041166
2048,4096,2885,-1.0
2048,4096,4096,0.15368801541626453
2048,4096,6227,-1.0
2048,4096,8192,0.2079779515042901
2048,4096,12632,-1.0
2048,4096,13940,-1.0
2048,4096,15254,-1.0
2048,4096,16384,0.29802205972373486
2048,5268,256,-1.0
2048,5268,512,-1.0
2048,5268,1024,-1.0
2048,5268,2048,-1.0
2048,5268,2885,-1.0
2048,5268,4096,-1.0
2048,5268,6227,-1.0
2048,5268,8192,-1.0
2048,5268,12632,-1.0
2048,5268,13940,-1.0
2048,5268,15254,-1.0
2048,5268,16384,-1.0
2048,8192,256,0.10914204176515341
2048,8192,512,0.11677306611090899
2048,8192,1024,0.12583693023771048
2048,8192,2048,0.15229592099785805
2048,8192,2885,-1.0
2048,8192,4096,0.204614014364779
2048,8192,6227,-1.0
2048,8192,8192,0.3037110436707735
2048,8192,12632,-1.0
2048,8192,13940,-1.0
2048,8192,15254,-1.0
2048,8192,16384,0.4830269608646631
2048,9372,256,-1.0
2048,9372,512,-1.0
2048,9372,1024,-1.0
2048,9372,2048,-1.0
2048,9372,2885,-1.0
2048,9372,4096,-1.0
2048,9372,6227,-1.0
2048,9372,8192,-1.0
2048,9372,12632,-1.0
2048,9372,13940,-1.0
2048,9372,15254,-1.0
2048,9372,16384,-1.0
2048,13896,256,-1.0
2048,13896,512,-1.0
2048,13896,1024,-1.0
2048,13896,2048,-1.0
2048,13896,2885,-1.0
2048,13896,4096,-1.0
2048,13896,6227,-1.0
2048,13896,8192,-1.0
2048,13896,12632,-1.0
2048,13896,13940,-1.0
2048,13896,15254,-1.0
2048,13896,16384,-1.0
2048,14440,256,-1.0
2048,14440,512,-1.0
2048,14440,1024,-1.0
2048,14440,2048,-1.0
2048,14440,2885,-1.0
2048,14440,4096,-1.0
2048,14440,6227,-1.0
2048,14440,8192,-1.0
2048,14440,12632,-1.0
2048,14440,13940,-1.0
2048,14440,15254,-1.0
2048,14440,16384,-1.0
2048,16384,256,0.11966796591877937
2048,16384,512,0.13067503459751606
2048,16384,1024,0.15651201829314232
2048,16384,2048,0.20307197701185942
2048,16384,2885,-1.0
2048,16384,4096,0.29708200599998236
2048,16384,6227,-1.0
2048,16384,8192,0.47449395060539246
2048,16384,12632,-1.0
2048,16384,13940,-1.0
2048,16384,15254,-1.0
2048,16384,16384,0.8562820730730891
4096,256,256,0.09832601062953472
4096,256,512,0.10019901674240828
4096,256,1024,0.09991799015551805
4096,256,2048,0.1062280498445034
4096,256,2885,-1.0
4096,256,4096,0.1119059743359685
4096,256,6227,-1.0
4096,256,8192,0.11858600191771984
4096,256,12632,-1.0
4096,256,13940,-1.0
4096,256,15254,-1.0
4096,256,16384,0.1343499170616269
4096,512,256,0.09821599815040827
4096,512,512,0.0992469722405076
4096,512,1024,0.10122102685272694
4096,512,2048,0.10491593275219202
4096,512,2885,-1.0
4096,512,4096,0.11224695481359959
4096,512,6227,-1.0
4096,512,8192,0.12723903637379408
4096,512,12632,-1.0
4096,512,13940,-1.0
4096,512,15254,-1.0
4096,512,16384,0.15579094178974628
4096,1024,256,0.10452605783939362
4096,1024,512,0.10027806274592876
4096,1024,1024,0.10677811224013567
4096,1024,2048,0.11690310202538967
4096,1024,2885,-1.0
4096,1024,4096,0.13183604460209608
4096,1024,6227,-1.0
4096,1024,8192,0.1558009535074234
4096,1024,12632,-1.0
4096,1024,13940,-1.0
4096,1024,15254,-1.0
4096,1024,16384,0.20482402760535479
4096,2048,256,0.10155001655220985
4096,2048,512,0.10685902088880539
4096,2048,1024,0.11309795081615448
4096,2048,2048,0.12565602082759142
4096,2048,2885,-1.0
4096,2048,4096,0.15180499758571386
4096,2048,6227,-1.0
4096,2048,8192,0.20728795789182186
4096,2048,12632,-1.0
4096,2048,13940,-1.0
4096,2048,15254,-1.0
4096,2048,16384,0.2965610474348068
4096,2127,256,-1.0
4096,2127,512,-1.0
4096,2127,1024,-1.0
4096,2127,2048,-1.0
4096,2127,2885,-1.0
4096,2127,4096,-1.0
4096,2127,6227,-1.0
4096,2127,8192,-1.0
4096,2127,12632,-1.0
4096,2127,13940,-1.0
4096,2127,15254,-1.0
4096,2127,16384,-1.0
4096,4096,256,0.10762002784758806
4096,4096,512,0.11397001799196005
4096,4096,1024,0.12893101666122675
4096,4096,2048,0.1535980263724923
4096,4096,2885,-1.0
4096,4096,4096,0.20180002320557833
4096,4096,6227,-1.0
4096,4096,8192,0.30318996869027615
4096,4096,12632,-1.0
4096,4096,13940,-1.0
4096,4096,15254,-1.0
4096,4096,16384,0.484068994410336
4096,5268,256,-1.0
4096,5268,512,-1.0
4096,5268,1024,-1.0
4096,5268,2048,-1.0
4096,5268,2885,-1.0
4096,5268,4096,-1.0
4096,5268,6227,-1.0
4096,5268,8192,-1.0
4096,5268,12632,-1.0
4096,5268,13940,-1.0
4096,5268,15254,-1.0
4096,5268,16384,-1.0
4096,8192,256,0.11794501915574074
4096,8192,512,0.1311550149694085
4096,8192,1024,0.15651294961571693
4096,8192,2048,0.20281097386032343
4096,8192,2885,-1.0
4096,8192,4096,0.29590900521725416
4096,8192,6227,-1.0
4096,8192,8192,0.4773190012201667
4096,8192,12632,-1.0
4096,8192,13940,-1.0
4096,8192,15254,-1.0
4096,8192,16384,0.8573019877076149
4096,9372,256,-1.0
4096,9372,512,-1.0
4096,9372,1024,-1.0
4096,9372,2048,-1.0
4096,9372,2885,-1.0
4096,9372,4096,-1.0
4096,9372,6227,-1.0
4096,9372,8192,-1.0
4096,9372,12632,-1.0
4096,9372,13940,-1.0
4096,9372,15254,-1.0
4096,9372,16384,-1.0
4096,13896,256,-1.0
4096,13896,512,-1.0
4096,13896,1024,-1.0
4096,13896,2048,-1.0
4096,13896,2885,-1.0
4096,13896,4096,-1.0
4096,13896,6227,-1.0
4096,13896,8192,-1.0
4096,13896,12632,-1.0
4096,13896,13940,-1.0
4096,13896,15254,-1.0
4096,13896,16384,-1.0
4096,14440,256,-1.0
4096,14440,512,-1.0
4096,14440,1024,-1.0
4096,14440,2048,-1.0
4096,14440,2885,-1.0
4096,14440,4096,-1.0
4096,14440,6227,-1.0
4096,14440,8192,-1.0
4096,14440,12632,-1.0
4096,14440,13940,-1.0
4096,14440,15254,-1.0
4096,14440,16384,-1.0
4096,16384,256,0.18174003344029188
4096,16384,512,0.19043299835175276
4096,16384,1024,0.21468894556164742
4096,16384,2048,0.30607404187321663
4096,16384,2885,-1.0
4096,16384,4096,0.48245699144899845
4096,16384,6227,-1.0
4096,16384,8192,0.8457360090687871
4096,16384,12632,-1.0
4096,16384,13940,-1.0
4096,16384,15254,-1.0
4096,16384,16384,1.566656050272286
8192,256,256,0.1022720243781805
8192,256,512,0.09880703873932362
8192,256,1024,0.10066898539662361
8192,256,2048,0.10476494207978249
8192,256,2885,-1.0
8192,256,4096,0.11355895549058914
8192,256,6227,-1.0
8192,256,8192,0.12856104876846075
8192,256,12632,-1.0
8192,256,13940,-1.0
8192,256,15254,-1.0
8192,256,16384,0.1549499575048685
8192,512,256,0.10025897063314915
8192,512,512,0.10277202818542719
8192,512,1024,0.10574795305728912
8192,512,2048,0.11559203267097473
8192,512,2885,-1.0
8192,512,4096,0.13097398914396763
8192,512,6227,-1.0
8192,512,8192,0.15409896150231361
8192,512,12632,-1.0
8192,512,13940,-1.0
8192,512,15254,-1.0
8192,512,16384,0.20483392290771008
8192,1024,256,0.10188098531216383
8192,1024,512,0.10593701153993607
8192,1024,1024,0.11226697824895382
8192,1024,2048,0.1257169060409069
8192,1024,2885,-1.0
8192,1024,4096,0.14871102757751942
8192,1024,6227,-1.0
8192,1024,8192,0.20769902039319277
8192,1024,12632,-1.0
8192,1024,13940,-1.0
8192,1024,15254,-1.0
8192,1024,16384,0.2940068952739239
8192,2048,256,0.10953296441584826
8192,2048,512,0.11419004295021296
8192,2048,1024,0.12793007772415876
8192,2048,2048,0.15370803885161877
8192,2048,2885,-1.0
8192,2048,4096,0.20447291899472475
8192,2048,6227,-1.0
8192,2048,8192,0.3002559533342719
8192,2048,12632,-1.0
8192,2048,13940,-1.0
8192,2048,15254,-1.0
8192,2048,16384,0.481455004774034
8192,2127,256,-1.0
8192,2127,512,-1.0
8192,2127,1024,-1.0
8192,2127,2048,-1.0
8192,2127,2885,-1.0
8192,2127,4096,-1.0
8192,2127,6227,-1.0
8192,2127,8192,-1.0
8192,2127,12632,-1.0
8192,2127,13940,-1.0
8192,2127,15254,-1.0
8192,2127,16384,-1.0
8192,4096,256,0.1192769268527627
8192,4096,512,0.1320759765803814
8192,4096,1024,0.15695299953222275
8192,4096,2048,0.20525394938886166
8192,4096,2885,-1.0
8192,4096,4096,0.29424706008285284
8192,4096,6227,-1.0
8192,4096,8192,0.4746549529954791
8192,4096,12632,-1.0
8192,4096,13940,-1.0
8192,4096,15254,-1.0
8192,4096,16384,0.8538480615243316
8192,5268,256,-1.0
8192,5268,512,-1.0
8192,5268,1024,-1.0
8192,5268,2048,-1.0
8192,5268,2885,-1.0
8192,5268,4096,-1.0
8192,5268,6227,-1.0
8192,5268,8192,-1.0
8192,5268,12632,-1.0
8192,5268,13940,-1.0
8192,5268,15254,-1.0
8192,5268,16384,-1.0
8192,8192,256,0.18416298553347588
8192,8192,512,0.18275203183293343
8192,8192,1024,0.21403806749731302
8192,8192,2048,0.30532293021678925
8192,8192,2885,-1.0
8192,8192,4096,0.4854110302403569
8192,8192,6227,-1.0
8192,8192,8192,0.8452549809589982
8192,8192,12632,-1.0
8192,8192,13940,-1.0
8192,8192,15254,-1.0
8192,8192,16384,1.5518339350819588
8192,9372,256,-1.0
8192,9372,512,-1.0
8192,9372,1024,-1.0
8192,9372,2048,-1.0
8192,9372,2885,-1.0
8192,9372,4096,-1.0
8192,9372,6227,-1.0
8192,9372,8192,-1.0
8192,9372,12632,-1.0
8192,9372,13940,-1.0
8192,9372,15254,-1.0
8192,9372,16384,-1.0
8192,13896,256,-1.0
8192,13896,512,-1.0
8192,13896,1024,-1.0
8192,13896,2048,-1.0
8192,13896,2885,-1.0
8192,13896,4096,-1.0
8192,13896,6227,-1.0
8192,13896,8192,-1.0
8192,13896,12632,-1.0
8192,13896,13940,-1.0
8192,13896,15254,-1.0
8192,13896,16384,-1.0
8192,14440,256,-1.0
8192,14440,512,-1.0
8192,14440,1024,-1.0
8192,14440,2048,-1.0
8192,14440,2885,-1.0
8192,14440,4096,-1.0
8192,14440,6227,-1.0
8192,14440,8192,-1.0
8192,14440,12632,-1.0
8192,14440,13940,-1.0
8192,14440,15254,-1.0
8192,14440,16384,-1.0
8192,16384,256,0.27594994753599167
8192,16384,512,0.2839810913428664
8192,16384,1024,0.33045001327991486
8192,16384,2048,0.5261510377749801
8192,16384,2885,-1.0
8192,16384,4096,0.8978829719126225
8192,16384,6227,-1.0
8192,16384,8192,1.5713130123913288
8192,16384,12632,-1.0
8192,16384,13940,-1.0
8192,16384,15254,-1.0
8192,16384,16384,3.0184509232640266
16384,256,256,0.0999990152195096
16384,256,512,0.10216096416115761
16384,256,1024,0.1053960295394063
16384,256,2048,0.11662300676107407
16384,256,2885,-1.0
16384,256,4096,0.13330799993127584
16384,256,6227,-1.0
16384,256,8192,0.15589105896651745
16384,256,12632,-1.0
16384,256,13940,-1.0
16384,256,15254,-1.0
16384,256,16384,0.22152892779558897
16384,512,256,0.10177097283303738
16384,512,512,0.10624807327985764
16384,512,1024,0.11197605635970831
16384,512,2048,0.12362306006252766
16384,512,2885,-1.0
16384,512,4096,0.1490010181441903
16384,512,6227,-1.0
16384,512,8192,0.2035429934039712
16384,512,12632,-1.0
16384,512,13940,-1.0
16384,512,15254,-1.0
16384,512,16384,0.3049829974770546
16384,1024,256,0.10851107072085142
16384,1024,512,0.11517095845192671
16384,1024,1024,0.12752902694046497
16384,1024,2048,0.1527370186522603
16384,1024,2885,-1.0
16384,1024,4096,0.20162900909781456
16384,1024,6227,-1.0
16384,1024,8192,0.3025289624929428
16384,1024,12632,-1.0
16384,1024,13940,-1.0
16384,1024,15254,-1.0
16384,1024,16384,0.48996799159795046
16384,2048,256,0.11831591837108135
16384,2048,512,0.1310750376433134
16384,2048,1024,0.1588459126651287
16384,2048,2048,0.20273099653422832
16384,2048,2885,-1.0
16384,2048,4096,0.2943669678643346
16384,2048,6227,-1.0
16384,2048,8192,0.4776089917868376
16384,2048,12632,-1.0
16384,2048,13940,-1.0
16384,2048,15254,-1.0
16384,2048,16384,0.8644539630040526
16384,2127,256,-1.0
16384,2127,512,-1.0
16384,2127,1024,-1.0
16384,2127,2048,-1.0
16384,2127,2885,-1.0
16384,2127,4096,-1.0
16384,2127,6227,-1.0
16384,2127,8192,-1.0
16384,2127,12632,-1.0
16384,2127,13940,-1.0
16384,2127,15254,-1.0
16384,2127,16384,-1.0
16384,4096,256,0.1808389788493514
16384,4096,512,0.18853996880352497
16384,4096,1024,0.21576101426035166
16384,4096,2048,0.30554295517504215
16384,4096,2885,-1.0
16384,4096,4096,0.4877849714830518
16384,4096,6227,-1.0
16384,4096,8192,0.8625100599601865
16384,4096,12632,-1.0
16384,4096,13940,-1.0
16384,4096,15254,-1.0
16384,4096,16384,1.5806370647624135
16384,5268,256,-1.0
16384,5268,512,-1.0
16384,5268,1024,-1.0
16384,5268,2048,-1.0
16384,5268,2885,-1.0
16384,5268,4096,-1.0
16384,5268,6227,-1.0
16384,5268,8192,-1.0
16384,5268,12632,-1.0
16384,5268,13940,-1.0
16384,5268,15254,-1.0
16384,5268,16384,-1.0
16384,8192,256,0.2747480757534504
16384,8192,512,0.280085951089859
16384,8192,1024,0.33171195536851883
16384,8192,2048,0.514865037985146
16384,8192,2885,-1.0
16384,8192,4096,0.8581449510529637
16384,8192,6227,-1.0
16384,8192,8192,1.6227900050580502
16384,8192,12632,-1.0
16384,8192,13940,-1.0
16384,8192,15254,-1.0
16384,8192,16384,3.0391530599445105
16384,9372,256,-1.0
16384,9372,512,-1.0
16384,9372,1024,-1.0
16384,9372,2048,-1.0
16384,9372,2885,-1.0
16384,9372,4096,-1.0
16384,9372,6227,-1.0
16384,9372,8192,-1.0
16384,9372,12632,-1.0
16384,9372,13940,-1.0
16384,9372,15254,-1.0
16384,9372,16384,-1.0
16384,13896,256,-1.0
16384,13896,512,-1.0
16384,13896,1024,-1.0
16384,13896,2048,-1.0
16384,13896,2885,-1.0
