seq,dim,t_measured_ms
5223,6591,0.6180780474096537
5223,6957,0.6565749645233154
5223,7344,0.6947809597477317
5223,8192,0.8021610556170344
7134,256,0.03779598046094179
7134,266,0.03675511106848717
7134,512,0.04701002035290003
7134,659,0.05112495273351669
7134,1024,0.06939296144992113
7134,1737,0.13819499872624874
7134,1805,0.14308304525911808
7134,2048,0.1651060301810503
7134,2343,0.1992359757423401
7134,2806,0.3001249860972166
7134,2996,0.3368399338796735
7134,3424,0.4154669586569071
7134,4013,0.503688002936542
7134,4096,0.5104179726913571
7134,4175,0.530518009327352
7134,4491,0.5762650398537517
7134,5953,0.7756120758131146
7134,6137,0.8031820179894567
7134,6202,0.8096019737422466
7134,6549,0.8604279719293118
7134,6591,0.8653940167278051
7134,6957,0.9124450152739882
7134,7344,0.9674360044300556
7134,8192,1.130608026869595
8192,256,0.03687397111207247
8192,266,0.03883708268404007
8192,512,0.05009397864341736
8192,659,0.056213000789284706
8192,1024,0.07470091804862022
8192,1737,0.15674298629164696
8192,1805,0.1627509482204914
8192,2048,0.20100909750908613
8192,2343,0.2706620143726468
8192,2806,0.3773510688915849
8192,2996,0.41451596189290285
8192,3424,0.4900679923593998
8192,4013,0.5889049498364329
8192,4096,0.5991000216454268
8192,4175,0.6160950288176537
8192,4491,0.6644770037382841
8192,5953,0.8989539928734303
8192,6137,0.9294199990108609
8192,6202,0.9373519569635391
8192,6549,0.9956990834325552
8192,6591,0.9988229721784592
8192,6957,1.057029003277421
8192,7344,1.1235279962420464
8192,8192,1.2931600213050842
8905,256,0.03881799057126045
8905,266,0.03986898809671402
8905,512,0.051126000471413136
8905,659,0.0572550343349576
8905,1024,0.07879710756242275
8905,1737,0.1708739437162876
8905,1805,0.18166005611419678
8905,2048,0.24819793179631233
8905,2343,0.3166600363329053
8905,2806,0.4241189453750849
8905,2996,0.46097394078969955
8905,3424,0.5394309991970658
8905,4013,0.6447969935834408
8905,4096,0.6554529536515474
8905,4175,0.6735199131071568
8905,4491,0.7270999485626817
8905,5953,0.9856329998001456
8905,6137,1.0159480152651668
8905,6202,1.027295016683638
8905,6549,1.0901889763772488
8905,6591,1.093763974495232
8905,6957,1.159181003458798
8905,7344,1.226671040058136
8905,8192,1.4064980205148458
9032,256,0.038928003050386906
9032,266,0.03980891779065132
9032,512,0.051126000471413136
9032,659,0.05970802158117294
9032,1024,0.07969897706061602
9032,1737,0.17577200196683407
9032,1805,0.18951098900288343
9032,2048,0.25556900072842836
9032,2343,0.3246020060032606
9032,2806,0.4311299417167902
9032,2996,0.46880601439625025
9032,3424,0.5501769483089447
9032,4013,0.6539609748870134
9032,4096,0.6654380122199655
9032,4175,0.6824330193921924
9032,4491,0.7380550960078835
9032,5953,1.0040709748864174
9032,6137,1.0365789057686925
9032,6202,1.0508699342608452
9032,6549,1.1137439869344234
9032,6591,1.1201929301023483
9032,6957,1.186220906674862
9032,7344,1.255833893083036
9032,8192,1.424115034751594
9336,256,0.03883696626871824
9336,266,0.039860024116933346
9336,512,0.052127987146377563
9336,659,0.06237206980586052
9336,1024,0.08240190800279379
9336,1737,0.1890599960461259
9336,1805,0.20441401284188032
9336,2048,0.26659597642719746
9336,2343,0.35005994141101837
9336,2806,0.45139098074287176
9336,2996,0.4899880150333047
9336,3424,0.572360004298389
9336,4013,0.6767549784854054
9336,4096,0.6888830102980137
9336,4175,0.7061879150569439
9336,4491,0.7657370297238231
9336,5953,1.0527429403737187
9336,6137,1.0824670316651464
9336,6202,1.095326035283506
9336,6549,1.1591908987611532
9336,6591,1.1672640684992075
9336,6957,1.2352429330348969
9336,7344,1.3062700163573027
9336,8192,1.4722159830853343
12660,256,0.04539696965366602
12660,266,0.044005922973155975
12660,512,0.0633950112387538
12660,659,0.07668393664062023
12660,1024,0.14828098937869072
12660,1737,0.35114202182739973
12660,1805,0.3722329856827855
12660,2048,0.4450409905984998
12660,2343,0.5289249820634723
12660,2806,0.6422840524464846
12660,2996,0.6912369281053543
12660,3424,0.8053160272538662
12660,4013,0.9627100080251694
12660,4096,0.9815869852900505
12660,4175,1.0088379494845867
12660,4491,1.0873550781980157
12660,5953,1.4687500661239028
12660,6137,1.5018499689176679
12660,6202,1.5143080381676555
12660,6549,1.5982729382812977
12660,6591,1.6113630263134837
12660,6957,1.6988820862025023
12660,7344,1.7888760194182396
12660,8192,1.989113981835544
13736,256,0.04583899863064289
13736,266,0.046989996917545795
13736,512,0.06840203423053026
13736,659,0.08080992847681046
13736,1024,0.1536480849608779
13736,1737,0.3990629920735955
13736,1805,0.42071391362696886
13736,2048,0.4905590321868658
13736,2343,0.5719789769500494
13736,2806,0.714510097168386
13736,2996,0.7635329384356737
13736,3424,0.8877880172803998
13736,4013,1.0541649535298347
13736,4096,1.0757270501926541
13736,4175,1.1020860401913524
13736,4491,1.187073066830635
13736,5953,1.5858140541240573
13736,6137,1.626805984415114
13736,6202,1.6425879439339042
